CaseID$,RESP,TIMEZONE,CATTMPT,KEY,FIPSCODE,MSA,CENDIV,REP,PHONETYP,USRCD,CREGION,DENSITY,FORM,SEX,APPBUSH,COUNTRY,BANKREC,REPNEWS,NEWSORG,HARMMAN,CONMOVE,ENVMOVE,SUPREME,REPPARTY,DEMPARTY,UNITED,GAYMAR,GAYLEG,GAYCONST,MARPUSH,ADOPT,BORNHOM,CHANGE,STANAT,MORNPILL,OUTSCRIP,IRAQFOR,ENVILAWS,ENVIVIEW,WARMDEC,WARMER,WARMPROB,WARMACT,WARMHUM,ISPALCON,INFLUCON,POLMAT,BUSHFAIT,RELAM,RELGOBA,RELEAD,LEADGOBA,DEM_REL,REP_REL,CONPUSH,LIBREL,RELCON,REFPILL,CHRISNAT,CHRISTUS,BIBLAW,ABGEN,ABPOSIT,ABMORAL,ABCOMPRO,ABSTANAT,FEDSTEM,STEMCURE,STEMSTAT,GODLAND,ISJESUS,BELGOD,GODEARTH,POWLIFE,EVOFORM,NATSUP,EVOSCI,TEACHPUB,EVOSTAT,RELIGION,RELIGVER,RELDEM,RELDEM_V,BORN,PENTECOS,CHARISMA,LIB_PROG,RIGHTMOV,LEFTMOVE,ATTEND,REL_IMP,SOABORT,SOIRAQ,SOLAHEX,SOHUNPOV,SOSTEM,SOEVOIN,SOLAIM,SOENVIR,SODEATH,FEELBIB,CHRISTON,PRAYTON,PRAYTON2,SECCOM,RETLIFE,TIMEBIB,RETEARTH,AFRETURN,AGE,EDUC,HISPANIC,POPRACE,RACE,MARITAL,PARENT,INCOME,REGIST,REGICERT,PARTY,PARTYLEA,POLVIEW,VOTE04,BUKESE,OWNRENT,EMPLOY,VETERAN,LABOR,ANCESTRY,ANCESTR2,COUNTRB,COUNTRB2,COUNTFA,COUNTFA2,COUNTMO,COUNTMO2,ZIPCODE,CONTACT,LANGUAGE,ENDDATE,DAY,COMMIT,WEIGHT,GAYMAR_C,MARPUSHC,ABORT,I-AGE,I-ATTEND,I-EDUC,I-GENDER,I-INCOME,I-MARITAL
592,1271,4,3,108621,6053,41500,9,116,0,2,4,2,2,2,2,2,2,,1,2,8,2,2,4,2,3,1,1,,1,,,,,2,1,9,1,2,1,1,2,1,1,,,1,9,,,3,2,2,2,2,1,2,2,,1,2,,,,,,,,,,,,,,2,,9,,,2,,,,2,2,2,1,2,,6,3,,,,,,,,,,9,,,,1,2,9,1,2,69,2,1,1,1,3,2,2,1,1,2,,3,1,2,3,3,7,4,,,,,,,,,93955,2,1,60711,3,11,2.133,1,2,,5,6,1,2,2,2
593,1286,4,3,103454,6085,41940,9,47,1,1,4,4,1,1,2,2,1,1,,,,,,,,,2,1,,2,9,1,2,9,1,1,2,2,5,,,,,,4,5,9,1,3,2,,,2,3,,,1,2,2,,2,9,2,1,1,1,1,1,2,2,2,,,,1,2,,2,1,2,,,,2,2,2,1,,2,2,1,1,2,2,1,2,2,2,2,1,4,,,,1,3,2,3,2,55,7,2,2,1,1,2,8,1,1,2,,5,1,2,1,3,7,2,,,,,,,,,95035,1,1,60711,3,3,0.514,1,1,9,4,2,7,1,9,1
594,1289,4,3,108392,6037,31100,9,113,3,2,4,5,1,1,2,2,3,2,,,,,,,,,4,2,2,,4,3,2,2,3,2,1,2,1,,,,,,2,2,2,2,1,1,,,1,3,,,3,2,1,,1,3,1,3,2,2,3,1,1,2,2,,,,1,1,,1,1,2,,,,2,1,2,2,,2,3,1,1,1,1,1,2,1,1,2,1,1,,,,1,1,1,1,1,32,3,1,1,1,1,1,7,1,2,2,,3,1,2,1,1,7,1,,,,,,,,,90605,1,1,60712,3,4,2.244,3,4,2,2,3,3,1,7,1
595,1298,1,6,107867,26125,19820,3,107,0,2,2,4,2,2,1,1,2,,2,2,2,2,2,3,3,3,4,3,2,,,,,,1,2,1,2,1,1,9,2,1,2,,,2,3,,,9,,3,1,2,1,2,1,,1,2,,,,,,,,,,,1,1,,1,2,1,,,2,,,,2,2,2,2,2,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,,2,,,,,36,6,2,2,1,1,1,9,1,1,4,1,3,1,1,1,3,2,4,,,,,,,,,48306,1,1,60712,4,3,0.597,3,4,,3,2,6,2,9,1
596,1300,1,9,101546,36007,13780,2,22,3,2,1,2,2,2,1,2,2,,1,1,4,1,1,3,1,1,4,4,2,,,,,,2,4,2,2,3,1,2,2,2,1,,,2,3,,,1,1,1,3,1,1,2,1,,1,2,,,,,,,,,,,1,1,,2,,2,,,2,,,,2,2,2,2,2,,2,1,1,2,1,1,2,1,2,1,1,2,3,,,1,2,2,3,2,60,5,2,2,1,1,2,6,1,1,2,,2,1,1,1,3,7,4,,,,,,,,,13850,1,1,60712,4,3,0.492,3,4,,4,2,4,2,6,1
597,1321,1,1,114627,39025,17140,3,197,3,2,2,3,2,2,9,1,2,,1,1,5,2,3,3,3,2,3,3,1,,,,,,2,4,1,2,3,1,1,1,1,1,,,1,3,,,2,2,1,1,1,1,3,2,,1,1,,,,,,,,,,,1,1,,1,2,1,,,2,,,,1,2,1,2,2,,3,1,1,1,1,1,2,1,2,1,2,1,3,,,1,2,1,3,2,54,3,2,2,1,1,2,8,1,1,2,,4,1,1,1,1,7,1,,,,,,,,,45102,2,1,60712,4,4,1.451,2,4,,4,3,3,2,9,1
598,1329,1,1,115087,51099,0,5,203,1,3,3,2,1,2,1,2,2,2,,,,,,,,,4,4,2,,4,2,1,2,3,3,1,1,5,,,,,,4,5,2,2,9,,,,3,3,,,2,1,9,,2,4,2,1,2,1,1,2,1,1,2,1,1,,1,2,,1,1,2,,,,1,2,2,2,,2,1,1,1,2,2,1,1,2,2,2,2,2,,,,1,9,2,3,2,43,4,2,2,1,1,1,6,1,1,1,,3,1,1,1,2,3,4,,,,,,,,,22485,1,1,60712,4,2,1.12,3,4,2,3,1,4,2,6,1
599,1333,1,3,109987,13135,12060,5,135,3,2,3,4,2,2,2,2,2,,1,1,3,1,1,3,2,1,9,9,,,,,,,2,4,2,2,3,3,,2,1,1,,,2,1,,,1,2,9,9,1,2,1,2,,1,9,,,,,,,,,,,,,,1,9,1,,,2,,,,2,2,2,2,2,,6,2,,,,,,,,,,2,,,,1,2,2,3,2,51,6,2,2,1,1,2,6,1,1,2,,3,2,,1,1,2,4,,,,,,,,,30044,2,1,60712,4,9,0.592,5,5,,4,6,6,2,6,1
600,1344,1,1,115620,36029,15380,2,210,3,2,1,4,2,2,1,1,1,,1,3,1,4,3,2,4,4,4,4,1,,,,,,1,4,1,2,2,1,1,2,1,1,,,2,3,,,2,2,3,1,2,1,1,2,,2,1,,,,,,,,,,,,,,2,,1,,,2,,,,2,9,2,2,2,,3,2,1,2,2,1,1,2,2,2,2,2,,,,1,2,1,1,2,38,5,2,2,1,1,1,6,1,1,1,,2,1,1,1,1,2,3,,,,,,,,,14223,1,1,60712,4,6,0.792,2,4,,3,3,4,2,6,1
601,1348,1,1,115834,21179,31140,6,213,1,2,3,1,2,2,2,2,2,,1,1,8,2,3,3,2,3,3,3,2,,,,,,3,9,2,9,,1,1,1,1,1,,,2,1,,,2,2,2,9,2,1,3,9,,1,1,,,,,,,,,,,1,1,,1,1,1,,,2,,,,1,2,2,1,2,,1,1,1,1,2,2,2,2,1,1,1,2,1,2,,1,2,2,3,2,75,7,2,2,1,5,2,2,1,1,2,,3,1,2,2,2,7,4,,,,,,,,,40004,1,1,60712,4,2,0.492,3,4,,5,1,7,2,2,5
602,1356,1,2,113599,36085,35620,2,183,3,1,1,5,1,1,1,1,1,2,,,,,,,,,3,3,2,,4,3,1,2,1,3,1,2,5,,,,,,2,5,1,3,2,2,,,3,1,,,1,1,2,,2,3,2,1,1,2,1,2,1,2,2,,,,2,,,1,1,2,,,,2,2,2,1,,2,4,1,,,,,,,,,,2,,,,1,2,2,3,2,34,6,2,2,1,1,1,6,1,1,1,,2,1,1,1,1,7,1,,,,,,,,,10312,1,1,60712,4,5,1.314962963,3,4,2,2,4,6,1,6,1
603,1362,1,8,100391,42029,37980,2,6,0,2,1,3,2,1,2,2,1,,1,1,4,1,3,4,3,4,4,1,2,,,,,,1,2,2,2,5,1,1,1,1,1,,,2,3,,,3,2,3,2,1,1,2,1,,2,2,,,,,,,,,,,,,,1,1,1,,,2,,,,2,2,2,1,2,,3,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,2,3,1,35,6,2,2,1,1,1,7,1,1,2,,3,1,1,1,1,7,4,,,,,,,,,19341,1,1,60712,4,6,0.701,3,4,,3,3,6,1,7,1
604,1372,1,10,101247,23031,38860,1,18,1,2,1,2,2,1,2,2,3,,1,1,2,2,1,2,2,3,4,4,1,,,,,,2,4,2,2,4,1,2,2,2,2,,,2,3,,,2,2,3,3,2,1,3,1,,1,1,,,,,,,,,,,1,1,,2,,9,,,2,,,,2,2,1,1,2,,1,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,2,1,1,2,45,3,2,2,1,1,1,6,1,1,2,,2,1,1,1,1,7,4,,,,,,,,,4005,1,1,60712,4,2,1.163,2,4,,4,1,3,1,6,1
605,1376,1,7,106541,51510,47900,5,89,3,1,3,5,2,2,2,2,2,,1,1,4,3,2,3,2,2,2,2,,2,,,,,1,1,2,1,3,1,1,1,1,1,,,1,1,,,1,2,1,1,1,2,1,2,,1,2,,,,,,,,,,,,,,1,2,1,,,2,,,,2,2,2,1,2,,2,2,1,2,2,1,1,2,2,2,2,3,,,,1,2,9,3,2,62,6,2,2,1,2,2,6,1,1,3,2,3,1,2,1,3,7,4,,,,,,,,,22314,2,1,60712,4,5,0.692,1,1,,4,2,6,2,6,2
606,1377,1,7,105283,42079,42540,2,72,0,2,1,3,1,2,2,2,2,2,,,,,,,,,9,2,,,2,9,2,1,2,4,2,1,3,,,,,,4,4,1,1,2,2,,,1,3,,,3,1,2,,1,3,2,2,1,2,1,1,1,2,2,,,,2,,,2,2,2,,,,2,2,2,2,,2,3,1,1,1,1,1,2,1,2,2,2,1,,,,2,,,,,70,6,2,2,1,5,2,1,1,1,2,,1,1,2,1,3,7,4,,,,,,,,,18201,1,1,60712,4,4,0.497,5,5,2,5,3,6,2,2,5
607,1378,1,3,111272,12097,36740,5,152,3,2,3,2,1,2,2,2,2,2,,,,,,,,,2,2,,2,2,1,2,1,1,2,2,2,1,,,,,,2,3,1,1,2,2,,,2,2,,,3,2,1,,2,1,1,2,1,1,2,1,1,2,2,,,,2,,,1,1,2,,,,2,2,2,2,,2,4,2,,,,,,,,,,2,,,,1,2,1,1,2,39,6,2,2,1,5,2,4,1,1,2,,3,1,2,1,1,7,4,,,,,,,,,34744,2,1,60712,4,7,0.717,1,1,1,3,4,6,2,4,5
608,1382,1,3,112620,24033,47900,5,170,0,2,3,4,2,2,2,2,3,,1,1,9,3,3,4,1,9,2,2,,2,,,,,1,1,2,1,3,9,,2,1,9,,,2,9,,,2,2,1,3,2,1,3,2,,1,1,,,,,,,,,,,,,,2,,1,,,2,,,,2,2,2,2,2,,4,1,,,,,,,,,,1,2,2,,1,1,1,2,1,37,5,2,2,2,1,1,7,1,1,2,,3,1,2,2,1,7,2,,,,,,,,,20746,1,1,60712,4,5,1.628,1,1,,3,4,4,2,7,1
609,1386,1,2,113886,39049,18140,3,187,0,2,2,5,2,2,2,2,2,,9,1,9,2,2,3,2,2,2,2,,9,,,,,1,3,2,9,,1,2,2,1,1,,,2,3,,,2,2,1,3,9,1,3,2,,1,2,,,,,,,,,,,,,,1,2,2,,,2,,,,1,2,1,1,2,,2,1,1,1,1,1,1,1,1,1,2,2,2,2,,1,2,2,3,2,29,5,2,2,1,5,1,6,1,1,2,,3,1,2,2,1,7,4,,,,,,,,,43123,1,1,60712,4,3,2.290962963,1,3,,2,2,4,2,6,5
610,1387,1,2,114026,33011,31700,1,189,1,1,1,3,1,1,1,1,1,2,,,,,,,,,3,3,1,,3,3,9,2,1,2,1,1,3,,,,,,1,5,2,3,2,2,,,3,2,,,2,2,1,,2,3,2,2,1,2,2,2,1,2,9,,,,2,,,2,2,2,,,,2,2,2,1,,2,4,1,,,,,,,,,,1,,,,1,2,1,9,2,51,6,2,2,1,5,2,10,1,1,1,,3,1,1,2,1,7,4,,,,,,,,,3102,1,1,60712,4,5,0.584,2,4,2,4,4,6,1,,5
611,1388,1,2,113511,36067,45060,2,182,1,2,1,3,1,1,1,1,2,1,,,,,,,,,3,2,2,,3,9,2,9,2,3,1,2,6,,,,,,9,,2,3,2,2,,,2,1,,,2,2,1,,2,3,1,2,1,1,2,9,1,9,9,,,,1,2,,1,1,2,,,,2,2,2,9,,2,3,1,1,1,1,1,1,1,2,1,2,2,,,,1,2,9,3,1,26,5,2,2,1,1,1,4,1,1,4,1,2,1,1,1,1,7,4,,,,,,,,,13212,2,1,60712,4,4,1.391962963,3,4,2,2,3,4,1,4,1
612,1391,1,2,114541,42091,37980,2,196,3,2,1,4,2,2,2,2,3,,9,9,3,9,2,9,3,2,3,3,2,,,,,,2,2,2,1,3,1,2,3,2,2,,,1,2,,,2,2,9,9,1,2,3,9,,1,1,,,,,,,,,,,,,,1,9,2,,,2,,,,2,2,2,2,2,,2,1,1,2,1,1,2,2,2,2,2,2,2,2,,1,2,2,3,9,65,3,2,2,1,4,2,4,1,2,1,,3,1,1,1,3,7,4,,,,,,,,,19075,2,1,60712,4,3,0.801,3,4,,5,2,3,2,4,4
613,1396,2,4,106935,27049,0,4,94,3,3,2,1,2,1,2,2,2,,1,1,4,2,2,3,2,3,2,2,,1,,,,,2,1,2,1,2,2,,2,2,2,,,1,1,,,1,2,2,1,1,2,2,2,,1,2,,,,,,,,,,,,,,1,2,2,,,2,,,,2,2,2,1,2,,3,2,1,1,1,1,1,1,1,1,1,2,,,,1,2,2,3,2,42,6,2,2,1,1,1,6,1,1,2,,3,1,2,1,1,7,4,,,,,,,,,55066,1,1,60712,4,6,0.492,1,2,,3,3,6,1,6,1
614,1405,1,5,101033,44003,39300,1,15,0,2,1,4,2,2,2,2,2,,2,1,3,2,2,4,2,2,2,1,,9,,,,,1,3,2,2,1,1,1,1,1,1,,,2,3,,,1,2,2,1,1,2,1,1,,1,2,,,,,,,,,,,1,1,,2,,1,,,2,,,,2,2,2,1,2,,1,1,1,1,1,1,1,2,1,1,1,2,1,2,,1,9,2,3,2,65,3,2,2,1,4,2,2,1,1,2,,4,1,2,1,3,7,4,,,,,,,,,2816,1,1,60712,4,2,0.801,1,3,,5,1,3,2,2,4
615,1407,1,2,114169,36051,40380,2,191,1,2,1,2,2,1,1,1,2,,1,3,1,2,2,2,3,2,4,4,1,,,,,,2,3,1,2,2,1,1,1,1,1,,,2,3,,,2,2,3,1,2,1,3,2,,1,2,,,,,,,,,,,1,1,,1,1,1,,,2,,,,2,2,1,2,1,,2,1,2,1,1,1,2,2,2,2,2,1,2,2,,1,2,1,3,1,18,3,2,2,1,5,2,7,1,1,1,,1,2,,1,1,7,4,,,,,,,,,14512,1,1,60712,4,3,1.762,2,4,,1,2,3,1,7,5
616,1412,2,1,114368,17031,16980,3,193,3,1,2,5,1,2,2,2,2,2,,,,,,,,,2,2,,1,2,1,2,2,2,3,2,2,3,,,,,,1,2,1,3,2,2,,,2,1,,,2,2,1,,2,1,2,2,1,1,1,1,1,9,9,1,1,,1,2,,1,1,2,,,,2,2,2,1,,2,5,3,,,,,,,,,,3,,,,2,,,,,44,3,2,2,1,2,2,5,1,1,2,,4,1,2,1,1,7,4,,,,,,,,,60659,1,1,60712,4,10,2.262962963,1,2,1,3,5,3,2,4,2
617,1415,2,1,114517,26043,0,3,195,1,3,2,1,2,2,2,2,2,,1,2,4,2,3,3,2,3,2,1,,1,,,,,2,3,2,2,3,1,9,1,1,2,,,1,3,,,1,2,2,2,1,1,2,2,,1,2,,,,,,,,,,,1,1,,2,,9,,,2,,,,2,1,1,1,2,,3,1,2,2,1,1,1,2,2,1,1,1,3,,,1,2,2,1,1,64,3,2,2,1,1,2,4,1,1,2,,3,1,2,1,1,7,4,,,,,,,,,49801,2,1,60712,4,4,0.602,1,2,,4,3,3,2,4,1
618,1424,2,1,115046,48439,19100,7,202,1,2,3,4,2,2,2,2,2,,1,1,3,2,2,3,2,3,2,2,,1,,,,,2,2,2,2,3,1,2,1,2,2,,,1,1,,,1,2,1,1,1,1,1,2,,1,2,,,,,,,,,,,,,,1,1,1,,,2,,,,2,2,2,1,2,,4,2,,,,,,,,,,2,,,,2,,,,,49,6,2,2,1,1,1,7,1,1,2,,4,1,2,1,3,7,4,,,,,,,,,76137,1,1,60712,4,7,0.592,1,2,,4,4,6,2,7,1
619,1444,2,5,110085,17119,41180,3,136,1,2,2,3,2,1,1,1,1,,2,3,1,4,2,2,4,4,4,3,1,,,,,,1,3,1,1,5,2,,3,2,2,,,2,3,,,2,2,2,1,2,1,2,2,,1,2,,,,,,,,,,,,,,1,2,2,,,2,,,,2,2,1,2,1,,2,1,1,2,1,1,1,2,1,2,1,1,3,,,1,2,1,1,1,38,7,2,2,1,1,1,8,1,1,3,1,2,1,1,1,1,7,4,,,,,,,,,62062,1,1,60712,4,3,0.6,2,4,,3,2,7,1,9,1
620,1453,2,2,115949,27053,33460,4,214,1,1,2,5,1,1,2,2,2,2,,,,,,,,,4,4,1,,4,3,1,1,2,2,1,2,1,,,,,,4,5,2,3,1,1,,,2,2,,,3,2,1,,2,4,2,1,2,1,1,1,1,1,1,,,,2,,,1,2,2,,,,1,2,2,2,,2,2,1,1,1,1,1,2,1,2,2,2,1,,,,1,3,1,3,2,30,6,2,2,1,1,1,10,1,1,3,2,3,2,,1,1,7,4,,,,,,,,,55420,2,1,60712,4,3,1.098962963,2,4,2,2,2,6,1,,1
621,1460,2,5,101587,48061,15180,7,22,3,2,3,3,2,2,2,2,3,,1,1,2,2,2,2,3,2,2,2,,1,,,,,2,2,2,1,3,1,1,1,1,2,,,1,3,,,1,2,2,2,1,2,2,2,,2,2,,,,,,,,,,,1,1,,1,2,2,,,2,,,,2,2,2,2,2,,4,2,,,,,,,,,,2,,,,1,2,2,3,2,20,3,1,1,4,5,2,2,2,,2,,3,2,,1,1,7,4,,,,,,,,,78586,1,1,60712,4,7,3.400962963,1,2,,1,4,3,2,2,5
622,1464,2,3,113105,48029,41700,7,176,1,1,3,4,1,2,2,2,3,9,,,,,,,,,2,2,,2,3,3,2,1,2,3,1,1,6,,,,,,4,3,2,2,1,1,,,2,2,,,3,1,2,,1,3,1,2,2,1,3,2,1,9,9,,,,1,2,,2,2,2,,,,2,2,2,2,,2,3,1,2,1,2,1,2,2,1,1,2,1,,,,1,9,2,9,1,26,5,1,1,4,1,1,4,2,,3,9,2,2,,1,3,7,4,,,,,,,,,78245,2,1,60712,4,4,3.281,1,1,2,2,3,4,2,4,1
623,1471,2,2,111000,22045,0,7,148,1,3,3,2,1,2,1,1,3,2,,,,,,,,,2,2,,1,2,3,1,2,2,2,1,2,5,,,,,,1,6,2,3,2,2,,,2,3,,,3,2,1,,2,1,1,3,2,2,2,1,1,1,1,1,1,,2,,,1,1,2,,,,2,2,1,1,,1,2,1,2,1,2,1,2,2,2,1,2,1,,,,1,2,2,3,2,65,3,2,2,1,1,1,2,1,1,2,,2,1,1,1,3,7,4,,,,,,,,,70544,2,1,60712,4,3,0.819,1,2,1,5,2,3,2,2,1
624,1473,2,5,107762,27127,0,4,105,1,3,2,1,1,1,2,2,3,2,,,,,,,,,1,1,,2,1,1,2,2,3,2,2,1,3,,,,,,1,3,1,1,1,2,,,1,1,,,2,2,1,,2,1,1,3,1,2,2,1,2,2,2,1,1,,1,1,,1,2,2,,,,2,2,2,1,,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,1,2,1,2,2,55,6,2,2,1,1,2,4,1,1,2,,4,1,2,1,1,1,4,,,,,,,,,56283,1,1,60712,4,5,0.497,1,1,1,4,2,6,1,4,1
625,1476,4,4,100290,6099,33700,9,4,3,1,4,2,1,2,1,2,2,2,,,,,,,,,4,4,2,,3,3,2,2,2,2,1,2,6,,,,,,9,,2,3,1,1,,,2,2,,,3,2,1,,9,3,2,2,1,1,2,2,1,9,9,,,,1,1,,1,1,2,,,,1,2,9,1,,2,4,1,,,,,,,,,,2,,,,1,3,1,1,2,48,3,2,2,4,1,1,3,1,2,2,,3,1,2,2,2,7,1,,,,,,,,,95355,1,1,60712,4,5,0.754,3,4,2,4,4,3,2,3,1
626,1484,4,1,112612,6061,40900,9,169,0,1,4,2,1,2,1,1,2,2,,,,,,,,,9,9,,,9,1,2,2,1,1,1,1,1,,,,,,1,6,1,2,1,1,,,3,1,,,3,2,9,,1,1,1,2,1,2,1,1,2,2,2,1,1,,2,,,1,2,2,,,,2,2,2,2,,2,4,1,,,,,,,,,,2,,,,9,,,,,56,5,2,2,1,1,2,9,1,1,1,,3,1,1,1,1,2,4,,,,,,,,,95661,1,1,60712,4,5,0.53,5,5,1,4,4,4,2,9,1
627,1487,4,1,113503,6059,31100,9,181,3,1,4,5,1,2,2,2,2,2,,,,,,,,,1,1,,2,1,1,2,1,1,1,2,2,5,,,,,,2,3,1,3,2,2,,,2,1,,,2,2,2,,2,1,2,3,2,1,1,1,1,2,2,1,2,,1,1,,2,1,2,,,,2,2,2,1,,2,4,3,,,,,,,,,,2,,,,2,,,,,45,6,2,2,1,5,2,8,1,1,2,,4,1,2,1,1,7,4,,,,,,,,,92620,2,1,60712,4,9,0.636,1,1,1,4,4,6,2,9,5
628,1490,3,1,114373,8001,19740,8,193,3,2,4,2,2,1,2,2,3,,2,1,2,1,2,4,2,2,3,3,1,,,,,,3,3,2,9,,1,1,1,1,1,,,9,2,,,2,1,2,2,2,1,2,2,,1,2,,,,,,,,,,,,,,1,2,1,,,2,,,,2,2,2,1,2,,3,2,1,1,2,1,2,1,1,2,2,2,,,,2,,,,,75,3,1,1,1,1,2,4,1,1,2,,3,1,2,1,3,3,1,,,,,,,,,80003,2,1,60712,4,6,1.024,2,4,,5,3,3,1,4,1
629,1491,4,1,114381,53033,42660,9,193,0,1,4,3,1,2,2,2,3,1,,,,,,,,,2,2,,1,3,3,9,2,1,2,2,2,5,,,,,,4,5,1,1,1,4,,,9,9,,,3,2,1,,2,1,1,3,2,2,3,2,1,2,2,,,,1,1,,1,1,2,,,,2,2,2,1,,2,4,3,,,,,,,,,,2,,,,9,,,,,38,7,2,2,4,2,1,6,2,,3,2,5,2,,1,1,7,1,,,,,,,,,98007,1,1,60712,4,9,1.153962963,1,2,1,3,4,7,2,6,2
630,1493,4,2,114537,6071,40140,9,195,0,1,4,1,2,2,2,2,3,,2,1,3,3,3,3,3,5,4,3,2,,,,,,3,3,2,9,,1,2,2,1,2,,,2,2,,,1,2,2,9,1,1,2,1,,1,1,,,,,,,,,,,1,1,,1,9,2,,,2,,,,1,1,2,1,2,,3,1,1,1,1,1,2,1,1,1,1,2,2,2,,1,1,1,2,1,38,5,1,1,1,3,1,4,1,1,3,2,2,1,2,1,1,7,4,,,,,,,,,91762,1,1,60712,4,4,1.531,3,4,,3,3,4,2,4,2
631,1498,4,1,115213,6001,41860,9,204,1,2,4,4,1,2,9,2,2,2,,,,,,,,,3,2,2,,3,1,1,9,3,3,2,2,5,,,,,,9,,2,1,2,2,,,2,1,,,3,2,1,,2,2,2,1,9,1,1,1,2,2,9,,,,1,1,,1,2,2,,,,1,2,2,1,,2,4,1,,,,,,,,,,1,,,,9,,,,,91,9,2,2,1,1,2,3,1,1,1,,2,1,1,1,3,2,4,,,,,,,,,99999,2,1,60712,4,5,0.497,3,4,1,5,4,,2,3,1
632,1500,4,1,115288,6037,31100,9,205,3,1,4,5,1,2,2,1,3,3,,,,,,,,,3,2,2,,4,2,1,2,3,1,1,1,1,,,,,,9,,1,2,2,2,,,2,2,,,3,2,1,,1,3,2,1,1,2,3,2,2,9,1,,,,1,1,,2,2,2,,,,2,2,2,1,,2,2,1,1,1,1,1,2,2,1,2,2,1,,,,1,2,1,1,2,48,3,1,1,1,1,2,6,1,1,2,,2,1,1,1,3,7,4,,,,,,,,,90744,1,1,60712,4,3,1.385,3,4,2,4,2,3,2,6,1
633,1516,1,7,101986,44007,39300,1,28,1,2,1,4,2,2,2,2,2,,1,1,3,2,2,3,2,2,4,4,1,,,,,,1,3,1,2,1,1,1,1,1,1,,,1,9,,,2,2,1,2,2,1,3,2,,1,1,,,,,,,,,,,1,1,,2,,2,,,2,,,,2,2,2,1,9,,2,1,1,1,1,1,1,2,1,1,1,2,1,2,,1,2,1,3,2,62,3,1,1,1,4,2,4,1,1,3,2,4,1,2,1,3,7,4,,,,,,,,,2830,1,1,60713,5,3,0.897,2,4,,4,2,3,2,4,4
634,1519,1,8,107963,42043,25420,2,108,0,2,1,3,1,1,2,1,3,1,,,,,,,,,3,3,1,,3,2,1,1,1,4,2,2,5,,,,,,2,3,1,3,2,2,,,2,2,,,3,1,1,,2,3,2,2,1,1,2,2,1,2,2,1,1,,2,,,2,1,2,,,,2,2,2,2,,1,2,1,2,1,1,1,1,2,2,1,1,2,,,,1,9,9,1,2,31,5,2,2,4,1,1,4,2,,3,2,4,2,,2,1,7,2,,,,,,,,,17057,2,1,60713,5,3,1.088962963,2,4,2,2,2,4,1,4,1
635,1524,1,10,102053,34003,35620,2,29,1,2,1,5,2,1,2,1,2,,1,3,5,8,8,4,1,1,3,2,1,,,,,,1,1,2,9,,1,1,1,1,1,,,1,1,,,9,,1,3,1,1,3,2,,1,1,,,,,,,,,,,1,1,,2,,1,,,2,,,,2,9,9,9,2,,4,1,,,,,,,,,,2,1,2,,1,2,9,1,1,37,5,2,2,2,1,1,5,1,2,2,,3,2,,1,1,7,4,,,,,,,,,7601,9,1,60714,6,5,1.335,2,4,,3,4,4,1,4,1
636,1529,1,8,107041,12021,34940,5,96,1,1,3,2,1,2,1,1,1,2,,,,,,,,,3,2,1,,3,1,2,2,2,3,1,1,3,,,,,,1,3,2,3,2,2,,,3,1,,,2,2,1,,2,3,2,1,1,1,2,2,1,1,9,1,1,,9,,,1,2,2,,,,1,2,2,1,,2,2,1,1,2,2,1,2,2,2,2,2,1,,,,1,3,9,1,2,61,5,2,2,1,4,2,4,1,1,1,,2,1,1,1,3,7,4,,,,,,,,,34145,2,1,60713,5,3,0.596,2,4,2,4,2,4,2,4,4
637,1533,1,4,111340,54033,0,5,153,0,3,3,2,1,2,1,1,2,2,,,,,,,,,4,4,2,,4,1,1,1,3,2,1,1,6,,,,,,1,6,2,3,2,2,,,1,2,,,3,1,1,,2,4,2,3,1,2,3,1,2,1,1,1,1,,2,,,1,2,2,,,,1,1,1,1,,1,4,1,,,,,,,,,,1,,,,1,1,1,2,1,46,3,2,2,1,1,1,10,1,2,2,,2,2,,1,1,7,4,,,,,,,,,26426,2,1,60713,5,5,1.090962963,3,4,2,4,4,3,2,,1
638,1535,1,2,114640,18029,17140,3,197,1,2,2,2,2,2,2,2,1,,1,3,3,4,3,4,2,3,4,4,1,,,,,,2,2,2,2,1,1,1,2,1,1,,,1,1,,,2,2,2,3,1,1,1,2,,2,1,,,,,,,,,,,1,1,,2,,2,,,2,,,,1,1,1,1,2,,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,3,2,2,2,62,3,2,2,1,1,2,10,1,1,2,,3,1,2,1,3,7,4,,,,,,,,,47060,1,1,60713,5,2,0.635,2,4,,4,1,3,2,,1
639,1537,1,2,114798,12031,27260,5,199,1,1,3,4,2,2,1,1,2,,2,3,2,3,2,2,2,3,4,2,2,,,,,,1,4,1,1,1,2,,3,2,2,,,2,3,,,2,2,3,2,2,1,1,1,,1,2,,,,,,,,,,,,,,2,,2,,,2,,,,1,2,1,2,1,,2,1,1,2,1,1,1,2,1,1,2,1,1,2,,1,3,2,3,2,37,4,2,2,1,1,1,6,2,,1,,2,1,1,1,2,2,4,,,,,,,,,32225,1,1,60713,5,3,0.777,3,4,,3,2,4,2,6,1
