SAMPLE,FRISERVE,SATSERVE,SUNAMSER,SUNPMSER,SERVICES,FRIATT,SATATT,SUNAMATT,SUNPMATT,ATTENSUM,ATTDIFF,SIMSTYLE,WORSHCH,OTHLANG,LANGLIST,WORSH10,WORSH09,WORSH08,WORSH07,WORSH06,WORSH05,YRORG,CHOIR,ORGAN,DRUMS,ELECTRIC,SCREEN,KNEEL,COMMUN,KIDREAD,REVERENT,GODTHERE,JOYFUL,INNOVATE,INSPIRE,THOUGHT,SSCHOOL,PRAYER,BIBSTUDY,FELLOWSH,MUSIC,ADFORM,RETREAT,SUPPORTG,COMMSERV,PARENT,YADULT,YOUTHACT,SPORTS,RECRUIT,EVENTS,NOVISIT,NOCONTAC,BYMAIL,BYPHONE,BYEMAIL,BYVISIT,BYMATER,SOUP_N,SOUP_Y1,SOUP_Y2,CASH_N,CASH_Y1,CASH_Y2,DCARE_N,DCARE_Y1,DCARE_Y2,TUTOR_N,TUTOR_Y1,TUTOR_Y2,HEALTH_N,HEALTHY1,HEALTHY2,COMORG_N,COMORGY1,COMORGY2,JOBED_N,JOBED_Y1,JOBED_Y2,FINED_N,FINED_Y1,FINED_Y2,OLDPRO_N,OLDPROY1,OLDPROY2,VOTEED_N,VOTEEDY1,VOTEEDY2,IMMIPRON,IMMIPRY1,IMMIPRY2,GOODPRAY,STUDYBIB,GOODFAST,GOODHOLY,GOODVEG,NOSHACK,DEVOTION,PARENTS,EMAIL,WEBSITE,BLOGS,FACEBOOK,PODCASTS,OTHTECH,TECH1,FAMILY,VITAL,NODIFF,PURPOSE,BEACON,CHANGE,WANTGROW,BELIEFS,OKDENOM,DIVERSE,JUSTICE,THEOLIB,NATAMS,ASIANS,PACIFICI,BLACKS,HISPANIC,WHITE,MULTI,RACETOT,RACEDIFF,PCTBLACK,PCTWHITE,PCTHISP,PCTASIAN,PCTPACIS,PCTNATAM,PCTMULTI,RACE,SENIORS,MIDDLEAG,MEDADULT,YADULTS,KIDYTH,CUMAGE,MEMBERS,EVERYONE,FEMALES,COLLEGE,NEWMEMB,LIFELONG,NEARBY,LEADTYPE,ORDAINED,CALL,LEADAGE,EMPLOY,LEADSEX,CLEGEDU,LEADRACE,LEADRAC2,YEARCALL,LEADWORS,LEADVIS,DOEVAN,DOTRAIN,DOCARE,DOTEACH,DOSMALL,DOADMIN,DOREPRES,WORKYADS,DEALARGU,SPEGROUP,YEARSMET,MONTHMET,FULLORD,PARTORD,FULLADM,PARTADM,FULLPROG,PARTPROG,FULLSEC,PARTSEC,FULLCUST,PARTCUST,FULLOTH,PARTOTH,MIXVOLS,JOINT_N,JOINT_Y1,JOINT_Y2,CELEB_N,CELEB_Y1,CELEB_Y2,EDFEL_N,EDFEL_Y1,EDFEL_Y2,COMM_N,COMM_Y1,COMM_Y2,CONCASHN,CONCASH1,CONCASH2,CONCASH3,CONCASH4,CONWORSN,CONWORS1,CONWORS2,CONWORS3,CONWORS4,CONPROGN,CONPROG1,CONPROG2,CONPROG3,CONPROG4,CONSYNNO,CONSYN1,CONSYN2,CONSYN3,CONSYN4,CONLEADN,CONLEAD1,CONLEAD2,CONLEAD3,CONLEAD4,CONLACTN,CONLACT1,CONLACT2,CONLACT3,CONLACT4,CONMACTN,CONMACT1,CONMACT2,CONMACT3,CONMACT4,CONFACNO,CONFAC1,CONFAC2,CONFAC3,CONFAC4,BUDGET,PCTSTAFF,PCTBLDGR,PCTPROG,PCTMISS,PCTOTHER,FINTOTAL,FINANCES,FINAN05,ECONOMY,LAYOFFS,PAYCUTS,DELAYS,INVEST,MISSION,CAPITAL,COUNSEL,CASHNEED,HOUSNEED,NOWORK,PLACE,SEATING,WORSHSIZ,PARKSIZ,I_ATTEND,I_SIZPLACE,I_THEOLOGY
23,0,0,1,1,2,0,0,35,18,53,-8,,3,,,45,30,,,,,,1,5,4,3,5,2,4,3,5,5,4,4,5,5,3,2,3,3,3,1,3,1,3,2,2,3,1,3,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,5,3,5,2,5,5,5,1,0,0,1,0,0,,4,4,2,4,4,4,4,4,3,5,4,4,8,1,0,0,0,6,0,15,0,0,40,0,6.666666667,0,53.33333333,0,1,10,30,20,20,20,100,15,75,75,25,20,10,100,1,2,1,51,1,1,3,,,2009,2,4,3,2,4,4,3,4,4,2,3,1,1,4,1,0,0,0,0,0,0,0,0,0,,,2,0,1,1,0,1,1,0,1,1,0,1,1,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,,5,60,10,20,5,100,3,2,2,1,3,1,1,1,1,2,3,3,3,2,200,3,3,1,2,4
23,0,0,1,0,1,0,0,32,0,32,0,1,2,1,,32,25,26,,,,1995,1,1,1,1,5,2,4,2,4,5,4,3,4,4,3,2,3,2,3,3,1,1,2,1,1,3,1,3,2,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5,5,2,4,1,3,4,5,1,1,0,1,0,,,5,4,5,5,4,3,5,5,5,3,3,5,0,0,0,0,0,25,0,25,0,0,100,0,0,0,0,0,6,30,20,30,0,20,100,25,40,50,20,40,20,75,2,2,1,53,3,1,4,White,6,2008,3,2,3,2,3,3,3,2,2,2,2,1,2,4,0,1,0,0,0,0,0,0,0,0,,,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38757,62,26,5,5,2,100,3,4,2,1,2,1,1,2,2,1,3,3,2,2,100,4,1,1,2,5
23,0,0,1,1,2,0,0,38,24,62,0,2,2,1,,62,54,50,46,38,26,1953,1,1,4,2,2,4,3,2,3,4,4,3,4,3,3,1,2,2,1,1,1,1,2,1,1,1,1,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,4,3,3,1,3,2,2,,,,,,,,5,4,2,4,4,4,4,5,4,2,3,5,2,0,0,2,2,2,0,8,0,25,25,25,0,0,25,0,7,60,10,10,10,10,100,8,8,50,25,25,,50,2,2,1,60,3,1,2,White,6,2008,3,2,2,2,3,4,2,2,2,2,1,1,1,7,0,1,0,0,0,0,0,0,0,0,,,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1100,50,10,10,20,10,100,5,3,2,1,1,1,1,1,1,1,2,2,2,2,90,3,3,2,2,5
23,0,0,1,0,1,0,0,275,0,275,0,1,1,1,,275,250,240,200,125,75,2006,2,1,5,5,5,3,4,3,4,4,5,4,4,4,1,2,3,3,2,3,2,1,2,3,3,3,1,2,2,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,4,2,4,2,5,4,4,1,1,0,1,0,,,5,4,2,4,4,5,5,5,4,5,4,4,0,0,0,5,0,265,0,270,0,1.851851852,98.14814815,0,0,0,0,0,6,1,10,32,23,34,100,270,200,60,19,80,5,80,1,2,1,49,1,1,3,,,2005,2,4,3,3,3,4,2,4,4,3,3,1,5,0,1,0,1,1,1,3,1,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,275000,35,35,10,10,10,100,2,3,1,2,3,1,3,3,3,2,3,2,3,7,400,3,3,4,6,4
23,0,0,1,0,1,0,0,30,0,30,-2,2,2,1,,28,24,21,,,,1975,1,1,3,4,5,4,3,2,4,4,4,3,4,4,3,2,2,2,1,1,1,1,2,1,1,2,1,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,5,4,5,2,5,5,5,1,0,0,0,0,,,4,4,3,4,3,4,4,4,3,3,3,4,0,0,0,0,0,25,1,26,-49,0,96.15384615,0,0,0,0,3.846153846,6,70,2,8,0,20,100,75,50,75,1,5,45,35,2,2,1,56,1,1,1,White,6,2008,3,4,4,3,4,4,2,4,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40000,40,20,8,10,22,100,3,,5,1,1,,1,4,2,1,1,1,3,2,120,4,4,1,2,4
23,0,0,1,1,2,0,0,36,15,51,-6,2,5,2,Micronesian and Vietnamese,45,6,6,6,6,6,1967,2,2,2,5,4,3,5,3,4,5,4,3,4,4,4,3,4,2,3,3,1,1,2,1,1,1,1,3,2,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,5,5,3,,1,4,4,4,1,0,0,1,0,0,,4,3,2,4,4,4,5,4,4,4,3,,4,8,0,0,0,30,0,42,0,0,71.42857143,0,19.04761905,0,9.523809524,0,6,45,20,5,10,20,100,42,,15,0,0,75,10,1,2,1,36,2,1,4,,,2010,1,4,3,3,3,3,2,3,3,2,3,2,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,3,2,2,1,1,1,2,2,2,2,3,3,4,6,150,4,2,1,6,
23,0,0,1,0,1,0,0,22,0,22,0,1,2,1,,22,18,25,20,,,1973,1,1,4,1,1,2,4,3,3,4,4,4,4,4,3,1,1,2,1,1,2,1,2,1,2,3,1,2,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,3,3,2,4,4,4,1,0,0,1,0,,,4,4,4,4,4,3,4,4,4,4,4,5,0,0,0,0,0,22,0,22,0,0,100,0,0,0,0,0,6,18,20,24,18,20,100,22,,50,10,50,20,100,2,2,1,41,3,1,2,White,6,2009,2,3,3,2,3,3,2,3,3,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20000,8,72,10,10,0,100,5,4,5,1,1,1,1,1,1,1,2,1,1,2,100,3,2,1,2,5
23,0,0,1,1,2,0,0,22,22,44,0,4,4,2,Spanish,44,40,40,40,40,40,,1,2,1,2,2,2,4,5,3,4,3,2,3,4,3,3,4,2,2,2,1,1,1,1,2,2,1,3,4,1,1,0,0,0,0,0,,,,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,5,4,4,1,3,4,1,0,0,0,0,,,5,4,2,4,4,4,5,5,4,5,4,4,0,0,0,0,18,4,0,22,0,0,18.18181818,81.81818182,0,0,0,0,5,10,3,12,25,50,100,22,40,62,8,8,25,100,1,,1,39,4,2,3,White,6,2010,1,3,2,3,2,4,4,1,2,2,2,2,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40000,20,50,2,15,13,100,3,4,1,1,3,3,4,2,3,3,3,2,3,2,100,4,3,1,2,4
23,0,0,1,0,1,0,0,30,0,30,0,1,1,1,,30,22,18,18,0,0,2007,1,1,1,3,5,1,5,3,4,4,4,3,4,4,3,1,3,2,3,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,3,4,1,1,4,3,1,0,0,0,0,,,3,3,3,4,4,3,4,4,4,3,,5,0,0,0,5,6,6,0,17,-13,29.41176471,35.29411765,35.29411765,0,0,0,0,7,1,60,18,3,18,100,30,80,50,1,3,1,40,2,,1,64,4,1,4,White/Hispanic,5,2007,1,2,2,2,2,3,1,2,2,1,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,3,,4,1,1,1,1,1,1,1,1,1,1,3,80,2,1,1,3,5
23,0,0,2,0,2,0,0,350,0,350,0,2,2,1,,350,265,258,229,200,200,1985,3,1,5,5,5,2,4,3,3,4,4,3,4,4,2,2,3,2,2,2,2,2,3,2,2,2,1,5,2,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,3,3,2,1,5,3,4,1,1,0,1,1,1,Video Streaming,2,4,5,5,4,,4,4,2,5,3,3,0,5,0,35,50,240,20,350,0,10,68.57142857,14.28571429,1.428571429,0,0,5.714285714,6,18,36,27,9,9,99,350,,60,30,50,10,90,1,,,,1,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,0,2,,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,500000,30,10,20,20,20,100,4,4,5,1,1,1,1,1,1,2,3,2,2,6,250,1,1,4,6,3
23,0,0,1,0,1,0,0,20,0,20,0,2,1,1,,20,20,20,20,20,20,1940,1,1,1,1,1,1,4,1,5,2,2,2,1,1,3,2,3,2,1,3,3,1,3,2,1,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,5,4,5,3,3,4,4,1,1,0,0,0,,,5,3,4,4,3,2,3,4,3,3,3,4,0,0,0,0,0,21,0,21,0,0,100,0,0,0,0,0,6,70,5,5,10,10,100,21,16,50,40,50,5,60,2,,1,40,1,1,2,White,6,2010,2,3,2,4,4,4,4,3,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,1,,,,,,,,,,,,,2,100,3,3,1,2,4
23,0,0,1,0,1,0,0,200,0,200,0,1,3,1,,200,175,140,125,75,,1950,3,1,5,5,5,5,4,4,4,5,5,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,5,4,3,3,5,5,5,1,1,0,1,1,,,5,4,3,5,4,4,4,4,4,4,4,4,4,0,0,0,2,144,0,150,0,0,96,1.333333333,0,0,2.666666667,0,6,15,25,15,20,25,100,150,135,56,80,62,,55,1,2,1,52,1,1,3,,,2006,1,3,2,4,3,4,4,4,4,4,2,1,4,5,1,2,0,3,0,0,1,0,0,2,0,0,2,,,,0,1,0,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,250000,50,20,20,10,0,100,3,2,4,1,1,1,1,1,1,1,1,1,2,5,225,2,1,3,5,4
23,0,2,2,1,5,0,24,30,10,64,0,4,3,1,,64,,,,,,1945,1,5,4,4,5,4,4,2,5,4,4,3,4,4,3,3,3,2,2,3,1,1,3,1,3,2,1,3,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,5,1,4,5,5,1,1,0,1,0,,,4,4,4,5,4,4,4,4,4,4,3,4,1,0,0,1,0,23,0,25,0,4,92,0,0,0,4,0,6,47,47,4,1,1,100,25,65,50,5,5,10,80,2,2,1,59,1,1,2,White,6,2000,3,4,4,3,4,4,4,4,4,3,2,1,,,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30000,,,,,,,3,3,2,1,1,1,1,1,1,1,2,2,1,1,100,3,3,2,1,4
23,0,0,1,1,2,0,0,245,40,285,-65,2,2,1,,220,217,224,233,250,246,1939,3,1,5,5,5,2,4,3,3,4,4,3,4,4,2,2,3,2,3,2,2,2,2,2,3,3,1,3,3,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,4,3,4,1,3,2,4,1,1,1,1,0,,,4,4,2,4,4,3,4,4,4,3,4,5,0,0,0,0,10,280,0,290,0,0,96.55172414,3.448275862,0,0,0,0,6,30,20,15,15,20,100,290,,55,30,30,15,60,1,2,1,64,1,1,3,,,2000,3,2,3,2,2,4,4,3,2,2,2,1,10,0,4,1,0,0,0,0,1,1,0,1,,,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,544000,,,,,,,3,4,3,3,2,2,3,3,3,2,3,2,3,3,400,3,3,3,3,5
23,0,0,1,1,2,0,0,20,10,30,-1,4,2,1,,29,29,15,12,,,1975,1,1,1,4,5,2,4,2,3,4,4,3,4,3,3,2,3,2,3,1,2,1,2,1,2,1,1,3,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,5,3,4,1,5,3,3,1,0,0,1,0,0,,4,4,2,4,4,3,4,4,4,4,3,4,1,0,0,0,0,19,0,20,0,0,95,0,0,0,5,0,6,20,40,20,10,10,100,20,30,55,10,25,25,50,2,2,1,60,2,1,1,,,2007,2,3,2,2,3,4,2,4,4,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25100,25,15,2,11,47,100,5,3,5,1,1,1,1,1,2,3,3,1,3,2,60,3,3,1,2,4
23,0,0,1,0,1,0,0,30,0,30,0,1,2,1,,30,25,20,20,15,15,2004,1,1,1,3,5,2,4,3,5,5,5,3,4,5,3,2,3,3,2,3,1,1,2,3,2,2,1,3,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,5,5,5,2,2,5,5,1,1,0,0,0,,,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,28,0,30,0,0,93.33333333,0,0,0,6.666666667,0,6,20,20,10,20,30,100,30,50,70,30,10,90,90,1,2,1,53,2,2,3,White,6,2004,3,2,2,3,3,3,3,3,3,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33000,10,40,10,20,20,100,3,3,4,1,1,1,1,2,1,1,2,1,2,2,300,5,5,1,2,5
23,0,1,2,0,3,0,50,120,0,170,0,2,1,1,,170,,,,,,,1,1,5,5,5,,5,,3,3,4,4,4,4,1,1,3,2,2,2,1,1,1,1,3,3,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,4,2,2,2,3,3,3,1,1,1,1,1,,,4,4,2,4,4,4,4,4,3,3,3,4,5,5,5,10,20,155,0,200,0,5,77.5,10,2.5,2.5,2.5,0,6,1,9,20,50,20,100,200,,,,,,,1,2,1,50,1,1,1,White,6,,1,3,2,2,3,3,3,1,1,1,2,1,,,2,0,0,1,0,0,0,0,0,0,,,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,1,4,1,4,3,1,1,2,2,2,1,1,2,3,150,2,1,3,3,4
23,0,0,1,0,1,0,0,2,0,2,18,1,1,1,,20,,,,,,,1,1,1,1,2,3,3,4,3,3,3,3,3,3,2,3,2,2,1,1,1,1,4,1,1,1,1,2,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,3,2,2,1,3,3,3,1,0,0,1,0,1,Phone,3,3,3,2,3,3,3,3,2,3,3,4,,,,,,,,,,,,,,,,,,40,0,20,20,20,100,10,15,60,20,5,60,70,2,,,,1,,,,,,,,,,,,,,,,,1,,,1,0,0,1,0,0,1,0,0,1,0,1,,,,,1,0,0,0,0,1,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,3,,,,,,,,,,,,,1,75,1,2,1,1,4
23,0,0,1,0,1,,,,,,,1,2,2,Vietnamese,52,52,52,52,52,0,2005,1,1,3,4,2,3,5,3,5,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,3,3,1,1,,,1,0,0,0,0,,,2,5,4,5,1,4,4,5,3,1,3,4,28,0,0,0,0,2,0,30,0,0,6.666666667,0,0,0,93.33333333,0,1,10,40,20,20,10,100,30,,60,30,50,50,70,2,2,1,54,2,1,1,Vietnamese,2,2009,3,3,2,2,2,4,4,3,3,2,1,2,,,0,0,0,0,0,0,0,0,0,0,,,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24400,0,70,20,0,10,100,3,4,2,1,1,1,1,1,1,1,1,1,1,3,100,3,3,2,3,4
23,0,0,0,1,1,0,0,0,250,250,0,1,1,2,Spanish,250,210,180,,,,1996,5,,5,5,5,,4,4,,5,5,,5,,3,3,,3,,3,3,1,1,3,3,3,1,4,3,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,4,1,1,4,4,4,1,1,0,0,0,,,5,5,1,5,5,5,5,5,4,4,3,5,0,0,0,0,168,2,0,170,0,0,1.176470588,98.82352941,0,0,0,0,5,0,1,70,15,14,100,170,,60,2,40,5,3,2,2,1,46,1,1,2,Hispanic,5,1996,3,3,3,3,3,3,1,2,2,2,2,1,8,0,1,0,0,0,0,0,0,0,0,0,,,2,,,,0,1,0,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,2,4,1,1,1,1,1,1,1,3,4,3,4,4,300,3,3,3,4,5
23,0,0,2,0,2,0,0,200,0,200,0,2,3,1,,200,200,203,202,200,231,1933,2,1,5,5,5,4,4,3,4,4,4,4,4,4,3,2,2,3,4,3,2,2,2,2,3,3,2,3,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,3,3,3,3,4,3,1,1,1,1,1,1,Live stream,4,5,1,5,5,4,4,4,3,3,3,5,0,0,0,20,20,150,10,200,0,10,75,10,0,0,0,5,6,13,23,18,10,36,100,200,,,,,,,1,2,1,51,1,1,,White,6,2006,3,4,3,4,2,4,3,4,3,3,2,1,4,0,1,0,0,0,0,3,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,464000,39,31,7,14,9,100,5,4,5,1,1,1,1,1,1,2,3,1,2,3,200,2,3,3,3,5
23,0,0,0,0,0,,,,,,,2,1,2,Spanish,20,20,22,30,37,38,1991,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,2,2,3,3,3,3,3,1,1,1,3,2,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,5,5,3,3,3,5,5,5,,,,,,,,,4,2,5,5,4,4,5,4,3,4,,0,0,0,0,20,0,0,20,5,0,0,100,0,0,0,0,5,15,30,30,15,10,100,15,,50,20,,100,90,2,2,1,72,2,1,,White,6,1992,4,4,3,4,4,4,3,4,3,4,,1,18,0,0,0,0,0,0,0,0,0,0,0,,,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6240,0,25,25,25,25,100,3,3,4,1,1,1,1,1,1,1,1,1,1,1,85,4,3,1,1,
23,0,0,1,1,2,0,0,200,20,220,-5,4,4,1,,215,235,245,230,240,240,1957,1,1,5,5,5,3,4,3,2,4,4,2,4,4,2,3,3,4,3,3,2,2,4,2,2,3,3,3,3,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4,5,2,1,1,4,3,3,1,1,0,0,0,,,3,4,4,4,4,4,4,4,4,4,3,5,10,3,0,5,5,450,20,493,-7,1.014198783,91.27789047,1.014198783,0.60851927,0,2.028397566,4.056795132,6,5,20,25,25,25,100,500,600,55,15,30,30,85,1,2,1,51,1,1,3,White,6,1998,1,2,2,2,3,3,3,3,2,2,2,1,11,6,2,1,0,0,0,0,1,0,0,1,,,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,385000,,,,,,,3,3,4,1,2,2,1,2,1,2,2,2,2,2,500,4,3,3,2,5
